kill,abilityPower,armor,attackDamage,attackSpeed,healthMax,lifesteal,magicResist,movementSpeed,powerMax,y
0,152,89,-124,-149,1422,-23,11,56,1040,2
0,152,68,-186,-252,2085,-24,7,-195,956,2
2,201,68,-169,77,2386,-30,38,-212,1029,2
2,184,-35,-237,-398,1403,-30,-27,-594,908,0
-3,185,-60,-256,-315,1669,-32,23,-406,1114,0
-1,258,-1,-214,-133,1472,-32,-23,-132,1241,0
-1,258,92,-251,-185,1614,-32,-36,-234,1203,0
1,307,128,-223,-140,1611,-36,-39,229,1183,2
1,360,140,-223,-242,2120,-36,-49,70,1391,2
3,339,100,-162,-159,2883,-36,-60,356,1451,2
3,366,160,-181,-146,2919,-29,-107,159,1382,2
2,205,153,-314,-160,2411,-29,-100,-118,1232,2
2,155,161,-365,-161,2724,-29,-107,79,1371,2
3,368,364,-186,-259,2820,-28,-48,174,1406,2
4,399,231,-242,-161,3030,-28,-110,-92,1457,2
4,552,99,-236,-209,3202,-28,-108,386,1527,2
3,483,282,-220,-131,3082,-35,-105,-138,1524,2
0,542,228,-231,-174,2388,-35,-103,-84,1360,2
1,544,221,-238,-170,2527,-35,-111,-128,1413,2
0,0,4,0,0,-41,0,7,10,-23,1
0,7,4,26,6,19,0,7,18,-23,1
0,7,4,30,-8,24,0,7,18,13,1
0,7,8,30,25,117,15,6,-94,-106,1
1,7,1,26,16,-8,0,8,-180,-221,1
4,27,16,15,-8,349,0,13,-521,-162,1
3,27,40,31,62,425,0,9,315,-233,1
3,27,49,34,14,603,-20,12,57,-182,1
5,27,50,3,31,611,0,11,92,-291,1
5,67,31,-15,67,738,15,9,45,-261,1
4,67,37,10,76,688,-7,11,136,-318,1
6,67,49,16,70,1147,-7,16,10,-173,2
6,60,45,31,32,1090,-1,15,-60,-256,2
7,40,51,43,93,978,-1,23,-199,-267,2
7,91,111,-9,3,1323,6,48,90,-218,2
8,97,117,1,-11,1580,6,52,-256,-196,2
12,127,174,8,42,1774,6,82,-78,-22,2
12,127,170,52,-59,1698,5,83,90,-169,2
16,141,183,-8,82,1893,4,88,3,31,2
18,186,253,48,46,2114,4,87,244,325,2
19,208,253,30,234,1823,4,87,51,362,2
23,230,260,86,4,1996,-3,90,77,377,2
24,385,351,41,83,2138,12,61,306,342,2
26,385,362,68,41,2390,12,66,-271,493,2
26,385,440,4,-23,2219,-3,65,244,309,2
0,0,-12,0,0,5,0,4,30,94,1
0,-8,-18,19,13,-70,0,4,-332,334,1
0,-8,-18,19,112,-70,0,4,36,344,1
1,-8,-12,9,51,50,0,5,30,477,1
3,-8,-22,4,-6,-104,0,3,0,495,1
3,-8,-26,24,49,-193,-7,0,45,438,1
3,7,-20,11,49,2,-7,2,32,519,1
4,27,-17,14,35,237,-14,3,266,885,1
3,27,-27,7,129,25,-14,-1,137,813,1
4,29,-15,0,110,295,-14,3,-277,951,1
3,-19,-30,13,31,154,-14,4,-242,1078,1
2,39,-34,85,82,28,-7,3,28,1146,1
3,47,-28,92,78,174,-8,-19,235,1207,1
7,75,-30,97,55,359,-8,-27,-118,1290,1
0,0,-38,0,0,-43,0,-11,25,14,1
0,17,-38,-5,-7,47,0,-11,27,14,1
0,9,-39,-6,-6,40,0,-11,28,6,1
1,17,-38,-21,-17,37,0,-13,-118,-203,1
2,-5,-33,-10,-1,109,0,-14,68,-232,1
3,16,-30,-15,-8,116,1,-14,53,-298,1
4,41,-33,2,25,-113,-6,-15,112,-142,1
4,105,-33,-23,26,-133,-6,-15,282,119,1
4,153,-53,-38,72,-220,-5,-15,255,54,1
3,153,-62,-64,52,-431,-5,-20,10,-24,1
4,166,-57,-120,31,-430,-5,-19,-29,-95,1
5,206,-53,-88,57,-348,-4,7,66,-68,1
6,235,-50,-61,28,-410,4,-19,-10,186,1
7,197,-56,-43,37,-56,4,-27,-10,145,1
7,242,-53,-45,85,143,4,-27,83,428,1
9,254,-66,-54,7,87,5,-33,-10,314,1
9,269,-52,-67,72,182,5,-22,151,375,1
11,327,-51,-65,-4,276,6,-21,-194,309,1
10,354,-22,-1,33,170,7,2,-130,180,1
11,370,11,43,29,263,14,1,-19,218,2
11,369,12,23,31,73,14,1,-59,109,1
13,369,7,8,35,302,14,5,-445,170,2
13,393,2,-6,19,975,14,10,-69,43,2
13,354,-38,-87,14,1152,14,6,-431,-42,2
14,393,-38,-78,21,750,15,6,14,-107,2
13,438,-27,-132,36,727,8,3,-243,-185,2
16,438,-17,-121,27,956,8,6,-44,-116,2
16,649,78,16,-47,894,8,45,-4,-161,2
18,613,68,13,-53,633,-3,40,255,-272,2
21,629,77,-8,-10,891,15,44,109,-230,2
24,459,82,-113,33,1011,15,47,-48,-181,2
0,0,-7,0,0,-45,0,4,-35,-582,1
0,3,-1,-1,10,5,0,4,-9,-822,1
0,3,95,-1,30,5,0,27,-123,-860,1
0,0,99,2,28,15,0,28,-69,-909,1
0,13,107,5,-79,188,0,30,57,-1085,1
1,13,1,4,-46,205,0,7,-78,-1115,1
2,3,-8,25,-34,20,0,0,72,-1584,1
3,15,1,16,-73,369,0,8,76,-1543,1
4,36,3,34,-94,432,0,6,49,-1611,1
4,148,85,-11,-244,740,0,89,-169,-1712,2
2,210,23,-26,-106,438,-1,29,-44,-1845,1
3,157,42,-32,-195,826,-1,31,-157,-1758,2
4,159,65,13,-189,932,-8,34,259,-2009,2
5,159,77,-20,-180,1180,-8,44,131,-2198,2
5,165,77,-22,-183,1165,-8,42,27,-2293,2
2,166,63,-54,-222,1047,-15,36,-80,-2518,2
2,103,65,-61,-89,701,-15,38,32,-2583,2
7,200,94,-87,-60,663,-15,39,212,-2485,2
7,196,314,-52,-176,993,-15,85,-23,-2432,2
10,199,197,-46,-155,988,-15,45,-242,-2383,2
10,225,190,-102,-155,960,-15,46,320,-2444,2
9,225,256,-113,-42,902,-15,42,617,-2481,2
10,49,199,-204,-106,394,-8,-23,-51,-2565,2
10,71,199,-198,-81,402,-8,-23,400,-2565,2
10,227,216,-174,-92,707,-8,-21,700,-2513,2
11,164,220,-66,-187,740,-15,-20,-150,-2509,2
13,23,263,-62,-58,772,-15,-16,387,-2379,2
13,106,268,-80,-143,893,-15,-16,495,-2293,2
11,54,245,-149,-277,401,-15,-65,-66,-2513,2
11,-118,283,-247,-167,46,-22,-71,120,-2610,2
10,83,400,-337,-278,-110,-22,-8,278,-2846,2
9,128,265,-294,-132,-162,-22,-71,-149,-2846,2
8,244,255,-278,-125,234,-33,-44,158,-2791,2
6,208,259,-289,-352,-141,-33,-50,-233,-2881,0
4,244,259,-289,-135,-138,-33,-50,6,-2881,0
0,0,19,0,0,-108,0,13,-15,350,1
0,29,19,21,6,-53,-9,21,-15,350,1
0,36,18,22,52,-60,-9,21,-54,401,1
-1,20,15,21,3,-64,-9,22,-15,344,1
-1,19,1,0,19,-151,-9,21,-15,391,1
1,-1,23,10,12,-191,-9,21,-243,260,1
0,-4,26,58,20,-199,-10,20,117,285,1
0,77,33,41,-18,-223,-10,21,41,121,1
0,30,44,64,-8,-277,-11,22,20,135,1
0,32,29,71,-6,-15,-16,-5,3,206,1
0,67,21,36,-10,-185,-16,-3,99,96,1
1,32,43,60,10,-93,-16,-4,-168,167,1
2,25,15,70,6,-325,-17,-4,68,115,1
2,61,4,63,-49,-233,-17,11,-61,459,1
2,56,7,57,-50,-245,-18,44,33,19,1
0,71,0,23,-46,-143,-18,34,143,85,1
0,67,-2,50,-42,-520,-19,34,67,0,1
1,66,-63,49,-15,-909,-19,1,-107,44,1
2,29,-25,71,-41,-263,-19,40,27,104,1
2,-5,27,59,-8,-349,-20,75,51,-2,1
1,29,28,55,-3,-416,-20,78,229,19,1
1,-58,23,61,84,-1035,-20,78,-415,-188,1
1,-63,-37,56,11,-1305,-20,74,-26,-259,1
1,-19,-23,111,15,-1328,-25,93,40,-197,1
2,-39,7,89,66,-1704,-18,58,-137,-140,1
0,12,-104,77,41,-1162,-18,61,139,-316,1
0,-4,-77,79,44,-1623,-18,70,-59,-257,1
3,-9,-74,61,139,-1614,-18,49,-485,-244,1
2,186,-84,203,127,-1250,-17,90,-73,-358,1
1,196,-80,150,74,-1325,-17,98,0,-371,1
3,192,6,190,125,-1992,-17,61,135,-381,1
5,103,-47,116,-3,-1978,-17,63,26,-288,1
1,183,-15,174,111,-2217,-17,126,-323,-486,1
2,179,-74,135,107,-1749,-21,114,-76,-390,1
2,290,-183,276,109,-2497,-21,-3,-319,-271,0
3,300,-87,279,-1,-2738,-21,24,193,-227,1
5,138,-70,213,96,-2269,-21,86,99,-284,1
0,0,-11,0,0,22,0,-5,-15,292,1
0,2,-23,-18,4,-118,0,3,-371,292,1
0,-2,-7,-27,-7,-118,0,18,404,307,1
0,2,-20,9,-9,15,0,2,-119,406,1
-1,2,-38,-12,-84,-282,-1,-3,-55,891,1
-2,2,-30,-9,-88,-362,-2,-2,-24,1006,1
-2,-38,-36,-14,-90,-222,-9,-2,-24,1071,1
0,6,-44,-40,-95,-194,-9,-2,-105,1261,1
0,48,-54,-11,-174,-151,-9,-2,-75,1338,0
1,39,-53,-24,-152,-93,-10,-2,25,1471,1
0,86,-42,-26,-114,142,-10,20,172,1418,1
1,86,-81,-12,-21,-23,-10,11,-57,1327,1
0,112,-33,-48,-178,-50,-10,18,-18,1430,0
0,118,-73,-67,-385,-242,-12,9,95,1344,0
0,121,-50,-14,-236,-5,-13,11,166,1992,0
-1,107,-52,83,-215,2,-13,27,-19,2341,1
2,131,-22,76,-208,184,-13,37,-13,2339,1
2,135,-74,49,-222,-382,-13,6,42,2214,0
0,171,-87,51,-216,-888,-14,-2,277,2047,0
-1,159,-84,59,-341,-1082,-14,-3,89,2125,0
-2,143,-78,47,-229,-1085,-14,-2,274,1862,0
-1,88,-100,75,-198,-1199,-14,-34,306,1830,0
0,139,-66,51,-195,-1087,-14,-4,140,1898,0
3,270,-18,70,-177,-424,-14,-15,17,2078,0
3,357,41,41,-151,-219,-14,38,81,2225,1
4,395,-11,48,-162,-435,-14,-33,287,2138,0
4,264,-20,49,-151,-260,-14,-45,161,2230,0
2,265,50,42,-119,786,-14,48,760,2623,2
3,316,-45,49,-65,-42,-14,-3,-402,2433,0
8,355,88,60,-45,366,-14,96,271,2554,2
8,525,-79,284,-309,567,-14,-36,583,2659,1
11,571,36,247,-125,765,-14,15,157,2663,2
12,571,91,255,-49,644,-14,88,402,2511,2
12,308,16,377,-91,898,-14,11,-555,2614,2
14,356,85,134,-267,791,-14,58,295,2529,2
0,0,-4,0,0,-97,0,0,-13,9878,1
0,0,-10,10,-9,-2,0,0,-12,9638,1
0,-2,-9,21,-14,23,0,0,-17,9631,1
-2,0,-12,6,-34,-23,0,2,153,9568,1
-3,0,-12,-5,-30,-227,0,1,-29,9531,1
-3,0,-10,-2,-36,-163,0,1,20,9537,1
-3,-38,-8,-14,-3,-154,0,2,25,9552,1
-3,-38,0,-14,-41,-3,-7,7,4,9833,1
-2,-16,-4,-9,5,-64,-6,5,-124,9573,1
-2,-23,5,13,-100,84,-6,6,254,9611,1
-5,46,-13,-22,-28,-234,1,-24,26,9803,0
-5,19,-16,-15,-70,-315,2,-24,-7,9674,0
-7,39,-16,-21,-52,-327,2,-24,383,9709,1
-8,79,-36,-29,-35,-263,1,-83,21,9738,0
-9,94,-42,1,-25,-325,1,-82,167,9667,0
-10,96,-52,-71,-47,-521,1,-90,-23,9614,0
-9,93,-35,-61,-77,-425,2,-81,-287,9672,0
-11,99,-62,-18,-44,-695,10,-92,54,9604,0
-11,134,-55,38,-60,-779,4,-87,-174,9896,0
-13,134,-65,0,-63,-978,4,-90,-202,9861,0
-14,150,-75,4,-48,-984,4,-100,79,9861,0
-14,139,-49,16,-60,-787,5,-94,40,9835,0
-14,83,7,-54,-45,-1163,5,-95,50,9494,0
-15,52,17,-16,-91,-960,6,-90,152,9570,0
-14,108,13,4,-132,-837,6,-93,-192,9602,0
-15,145,-4,-4,-75,-1216,6,-149,-109,9489,0
-16,145,-50,-23,-60,-818,6,-191,37,9583,0
-17,110,-72,-24,-48,-924,6,-209,-109,9496,0
-17,177,-81,-34,-47,-849,6,-201,213,9486,0
-15,189,-76,-19,-59,-746,6,-173,-71,9519,0
-16,223,-113,-6,-81,-1274,6,-178,-75,9584,0
-19,223,-131,-21,-134,-1099,6,-200,-202,9418,0
-19,104,-216,15,-88,-1139,6,-241,-57,9468,0
-20,72,-210,49,-84,-1184,6,-239,-74,9420,0
-19,49,-203,67,-83,-1470,6,-231,85,9449,0
-22,89,-175,9,-65,-1549,6,-236,-50,9354,0
-23,29,-147,10,-13,-1549,6,-247,95,9373,0
-27,29,-225,10,-143,-1892,6,-305,40,9344,0
-29,29,-216,12,-46,-1477,6,-295,-76,9296,0
0,0,-11,0,0,55,0,9,0,-195,1
0,-23,-17,25,-26,-80,0,1,351,-195,1
0,-23,-16,26,-26,-70,0,1,6,-197,1
-3,-23,-21,22,-58,-102,0,1,30,-288,1
-3,-23,-37,34,-30,-76,0,2,-46,-395,1
-2,-21,-32,31,-45,-10,-1,6,26,-357,1
-3,-21,-40,13,-74,-167,-1,1,54,-434,1
-3,-21,-34,39,-61,-19,-1,5,17,-411,1
-3,-21,-41,35,-97,-172,-1,1,-4,-428,1
-2,-21,-41,3,-93,-118,-1,4,-112,-535,1
-2,-23,-38,30,-113,-30,-1,5,-38,-504,1
-2,-30,-39,36,-75,1,-1,6,24,-577,1
-1,-30,-30,108,-84,219,-8,10,-38,-592,1
-1,-8,-41,62,-106,-18,-8,7,-78,-678,1
-1,-8,-36,61,-59,4,-8,7,-30,-658,1
0,21,-32,39,-38,175,-8,-17,-34,-657,1
-1,12,-57,59,-62,73,-8,-15,106,-670,1
2,100,-67,28,27,443,-8,-18,-46,-905,1
0,91,-82,28,-4,278,-10,-19,-39,-1031,1
-1,91,-92,-2,-56,173,-10,-20,-118,-1129,1
-1,104,-111,1,-31,-120,-10,-26,-74,-1124,1
-2,102,-118,35,-34,-198,-10,-27,323,-1092,1
-4,132,-142,-4,-55,-295,-11,-23,-86,-1420,0
-4,130,-148,-10,-80,-644,-12,-25,-98,-1474,0
-3,130,-144,-12,-6,-401,-12,-26,13,-1332,0
-4,140,-151,-29,-51,-499,-10,-28,-10,-1463,0
-6,140,-151,0,-9,-619,-10,-25,87,-1463,0
0,0,-6,0,0,-72,0,-2,-15,-49,1
0,60,-6,-46,-6,-12,0,-2,-12,-49,1
-1,60,-5,-45,-7,-22,0,-2,-12,-34,1
-1,61,1,-42,-8,54,0,-2,-12,119,1
-2,91,-2,-57,13,-33,0,-4,334,-1,1
-1,78,4,-72,-15,-106,0,-2,-66,391,1
-2,64,-2,-138,-67,-280,15,-6,-218,738,1
-2,40,-11,-117,31,-52,1,-5,36,1057,1
-4,65,-1,-109,-20,-169,1,-8,70,1252,1
-5,80,-19,-128,-31,-427,2,-11,-13,1264,0
-8,102,-19,-131,-37,-447,2,-12,17,1331,0
-10,35,-22,-189,-58,-361,2,-15,-92,1372,0
-8,35,-16,-160,-91,-24,2,-13,-83,1490,0
-9,35,-20,-212,-141,-35,2,-20,-92,1599,0
-10,51,-26,-199,-67,-241,3,-24,81,1586,0
-10,96,14,-228,-97,-109,3,1,-199,1683,0
-11,77,38,-228,-157,-28,-3,32,22,1742,0
-12,77,28,-256,-210,-175,-3,28,-279,1777,0
-16,78,41,-223,-118,-343,4,31,226,1778,0
-16,13,37,-262,-96,-489,19,26,-367,1804,0
-17,15,40,-326,-81,-649,5,26,146,2093,0
-19,55,16,-317,-85,-547,6,26,316,2141,0
-19,-33,62,-297,-197,-202,6,37,6,2243,0
-20,3,64,-307,-79,-72,6,36,234,2279,0
-18,-62,79,-310,-92,53,6,40,-31,2382,0
-17,-140,90,-224,-98,173,6,43,-114,2436,0
-18,-32,114,-277,-227,460,6,61,203,2461,0
-18,-28,92,-347,-148,543,6,40,-102,2484,0
-17,-9,91,-340,-66,685,6,34,-61,2538,0
-21,7,71,-333,-153,360,6,39,191,2456,0
-21,-116,58,-352,-109,266,6,65,197,2451,0
-20,-60,84,-350,-172,965,6,24,-37,2699,0
-22,-81,115,-364,-84,739,6,0,89,2596,0
-21,-51,155,-404,-206,870,6,34,-262,2655,0
-25,-72,161,-362,-209,947,6,3,-51,2609,0
-25,-379,122,-532,-304,-174,6,-7,486,2445,0
-28,-389,147,-558,-169,131,6,-6,-75,2468,0
0,0,-3,0,0,-34,0,2,-5,-138,1
0,-15,-3,-22,-7,-9,0,10,-5,-138,1
0,-15,-3,-30,-31,-2,0,10,41,-194,1
-1,-35,-9,-26,-22,51,0,9,41,-262,1
-1,-35,5,-33,-4,317,-8,17,-86,-227,1
-1,-75,5,-55,-27,501,-8,15,-138,-254,1
0,-55,13,-84,-38,922,-15,22,-35,292,1
1,-51,16,-61,10,1106,-8,24,5,33,1
0,-16,15,-72,-47,919,-9,40,45,349,1
-1,-16,28,-111,23,783,-9,43,-10,350,1
-1,-56,46,-88,46,1017,-10,58,-125,379,1
0,-41,50,-117,16,858,-10,52,-25,550,1
-2,-46,71,-127,-28,581,-12,94,32,464,1
-1,-16,94,-75,-90,1219,-12,111,-152,876,2
-4,-24,103,-69,-130,989,-6,96,26,726,2
-1,-44,133,-46,-94,1849,-6,137,-354,642,2
-3,-104,122,-93,-135,1484,-6,133,-340,611,2
0,-94,152,-85,-133,1811,-6,147,-508,830,2
0,-104,133,-130,-186,1633,-6,137,238,856,2
0,-115,122,-87,-93,1313,-7,130,-113,1208,2
0,-115,117,-207,-76,1497,-7,128,-38,1450,2
-1,-90,109,-136,-102,1422,-7,129,-31,1312,2
-1,-200,63,-215,-116,1284,0,125,-443,1270,2
-3,-203,87,-174,-127,1680,0,142,-216,1248,2
-8,-181,87,-230,-179,1465,0,118,-75,1231,2
-8,-181,87,-230,-112,1465,0,118,-19,1231,2
0,0,-25,0,0,65,0,-11,-30,571,1
0,30,-43,-8,-17,155,0,-19,320,596,1
0,46,-43,2,2,162,0,-19,32,628,1
0,30,-38,-5,-13,230,0,-21,-52,740,1
2,59,-47,10,30,200,0,-26,-55,776,1
2,59,-127,-1,12,195,0,-48,5,902,1
2,79,-57,-12,68,-80,0,-29,-257,1288,1
1,99,-164,31,1,244,-1,-49,-68,1403,1
0,99,-74,28,53,0,-1,-31,-54,1412,1
0,88,-70,10,-15,-318,-1,-28,-138,1475,1
-1,146,-192,15,-45,-483,-2,-55,-39,1596,0
-2,146,-85,-19,9,-497,-9,-60,-75,1655,0
-2,166,-306,3,-14,-560,-9,-133,142,1657,0
-2,306,-105,-47,25,-1027,-9,-88,-68,1585,0
-4,258,-182,-42,24,-1190,-3,-119,-55,1646,0
-4,295,-203,-45,22,-1002,-2,-118,20,1611,0
-5,230,-210,-42,8,-1168,-3,-127,-55,1639,0
-7,394,-206,-25,-22,-1139,-4,-128,46,1748,0
-7,331,-402,-72,-67,-1749,-5,-165,-142,1775,0
-7,336,-218,-20,-14,-1676,-5,-100,28,1820,0
-10,403,-530,-97,-23,-2793,-5,-190,230,1982,0
-13,418,-302,-72,-100,-2873,-5,-140,-257,2251,0
-15,418,-286,-97,-76,-2966,-5,-123,-123,2294,0
-17,494,-312,-153,-16,-3341,-5,-130,-129,2209,0
-17,489,-315,-144,30,-3421,-12,-182,-408,2569,0
-16,591,-304,-150,20,-2977,-12,-163,-263,2451,0
-17,591,-614,-162,143,-3097,-12,-250,-35,2415,0
-20,531,-627,-180,1,-3273,-12,-254,-308,2354,0
-19,478,-604,-163,205,-3013,-23,-261,-192,2480,0
-20,282,-355,-162,114,-3041,-23,-217,-348,2529,0
-22,392,-808,-171,125,-3252,-23,-328,-276,2392,0
-22,392,-399,-171,187,-3255,-23,-213,-258,2392,0
0,0,-18,0,0,106,0,-10,-15,-286,1
0,26,-24,-4,-5,-54,0,-2,343,-291,1
0,26,-24,-6,-5,-54,0,-2,-12,-294,1
0,26,-31,17,-79,-176,0,-5,-147,-394,1
0,26,-36,-13,-52,-98,0,-6,-57,-348,1
-1,46,-39,11,-37,-200,0,-10,-112,-420,1
0,46,-34,-1,-81,-38,1,-9,-262,-416,1
-1,46,-6,6,-130,178,1,0,-60,-334,1
2,53,-20,-14,-122,170,2,-7,28,-390,1
0,53,-11,-60,-169,153,2,-7,15,-349,1
-1,82,-12,-35,-72,147,3,-8,245,-404,1
0,102,-8,-58,-117,150,-4,-7,33,-457,1
-1,102,-13,-36,-83,67,-5,-10,223,-560,1
-1,147,3,-62,-17,27,-5,-10,48,-512,1
-1,147,-6,-75,-24,36,-5,-8,-55,-550,1
0,182,-2,-76,-46,33,-5,-9,-3,-551,1
-2,182,-18,-87,-157,130,-5,-8,266,-553,1
1,207,-14,-78,56,520,-3,-4,-133,-453,1
3,287,-62,-20,41,535,-3,-12,-252,-348,1
3,287,-26,-115,-33,457,-3,13,-156,-391,1
3,307,-19,-35,-34,1193,-3,14,-170,-349,2
1,307,-21,-36,-103,1015,-5,14,-271,-483,1
1,307,-51,-91,-25,1054,-5,11,-470,-508,1
-2,307,-55,-89,-69,950,1,9,-47,-529,1
0,345,-64,-244,-41,1012,0,7,20,-793,1
2,420,-55,-230,-35,977,1,9,-661,-738,0
3,450,-7,-175,-56,922,1,4,76,-885,2
3,450,10,-182,-37,883,-6,7,-142,-771,2
4,450,46,-232,-75,1054,-24,12,-110,-697,2
5,508,69,-34,-50,1238,-24,2,-112,-750,2
2,558,121,-104,-174,925,-24,-15,149,-838,2
1,328,96,-268,-93,664,-24,-13,146,-1009,0
3,420,93,-318,-40,820,-17,-54,-263,-1009,0
1,470,109,-320,-87,296,-17,-58,-22,-1110,0
0,658,108,-307,-41,-50,-17,-58,-34,-1107,0
-1,668,121,-153,-184,-118,-23,-98,-181,-1105,0
-1,752,138,-3,-86,-128,-23,-97,38,-1163,0
3,754,103,-172,-87,104,-23,-91,-440,-1061,0
3,668,103,-172,-87,104,-23,-91,-153,-1061,0
0,0,-16,0,0,-123,0,-9,-35,308,1
0,27,-16,-53,-4,-168,0,-17,-35,308,1
0,27,-16,-53,-4,-169,0,-18,131,358,1
0,28,-12,-50,-7,-54,0,-18,-90,354,1
-1,30,-18,-60,-13,-198,0,-22,70,585,1
0,24,-17,-75,-7,-181,0,-22,32,572,1
-1,64,-2,-118,-25,-169,0,-23,-86,570,1
-2,-29,-1,-151,48,-201,-1,-24,140,654,1
-4,-21,-27,-146,9,-272,-2,-45,32,942,0
-5,-38,-33,-132,44,-344,5,-49,64,951,1
-6,-70,-39,-110,65,-584,5,-52,-40,920,1
-6,-90,-40,-149,74,-599,5,-81,-165,719,0
-7,-28,-20,-137,39,-538,12,-107,-101,774,0
-7,3,-26,-109,26,-659,12,-112,-38,828,0
-8,-43,-20,-142,-27,-622,13,-110,-214,883,0
-10,-90,-30,-194,81,-822,11,-114,-291,779,0
-13,-131,-2,-214,15,-808,11,-115,108,484,0
-14,-158,1,-236,-54,-914,11,-114,-200,585,0
-15,-203,-9,-222,7,-1050,10,-122,-185,490,0
-17,-187,-18,-207,-62,-1010,9,-119,37,872,0
-17,-187,-14,-215,12,-891,9,-117,-126,932,0
0,0,5,0,0,121,0,-5,10,343,1
0,-42,-1,9,0,81,0,3,-65,343,1
0,-42,-1,9,25,82,0,4,-38,382,1
0,-42,-5,10,-107,-33,0,1,-64,375,1
0,-83,-1,5,-4,313,0,2,233,517,1
-1,-65,2,9,-136,394,0,3,-127,836,1
-3,-127,-11,11,-42,125,0,-3,213,745,1
-4,-202,-3,-1,23,-153,0,1,103,1138,1
-3,-202,-12,-5,-113,-178,0,-2,1,1060,1
-2,-163,12,39,-45,-291,0,16,-305,1145,1
-3,-155,15,34,-7,-250,0,17,-57,1146,1
-3,-175,38,39,-7,-174,0,44,69,1260,1
-3,-162,43,48,19,219,8,45,93,1303,1
-2,-142,39,42,-102,154,8,46,-43,1392,1
-3,-262,45,55,-42,170,8,47,-133,1163,1
-5,-202,68,25,-72,215,8,46,-96,1392,1
-2,-289,69,53,-2,131,8,75,56,1420,1
-4,-330,75,79,-95,153,8,75,-68,1106,1
-6,-410,87,70,34,-99,1,100,232,1207,1
-4,-497,88,70,44,-300,1,100,-354,1126,1
-7,-451,116,61,-230,-371,1,126,-341,1549,1
-8,-537,110,63,-27,-358,1,124,-64,1488,1
-9,-714,110,63,-17,-393,1,123,188,1502,1
-9,-702,105,59,31,-521,1,121,-42,1504,1
-6,-763,122,104,-79,-303,0,128,-142,1892,1
-2,-712,172,144,97,298,0,181,15,2069,2
-2,-759,121,128,25,146,0,131,-72,2041,1
-4,-689,162,165,44,44,0,197,422,2001,1
-5,-684,116,186,27,87,0,149,172,2034,1
-5,-1021,136,57,6,-26,0,201,108,1940,1
-7,-967,121,99,-281,-289,0,195,-271,1753,1
-9,-967,58,95,-39,-400,0,138,63,1714,1
0,0,12,0,0,-146,0,10,0,-350,1
0,50,25,5,-20,12,0,2,-362,-325,1
0,50,25,6,6,13,0,2,-69,-375,1
0,50,27,6,-23,101,5,4,-3,-361,1
-3,50,29,13,-47,310,-1,5,-3,-314,1
-3,36,19,-24,-59,35,-1,0,-188,-277,1
-5,44,25,-47,-84,313,-2,2,-8,-238,1
-5,49,29,-46,-52,448,3,5,-139,-168,1
-6,83,6,-38,-79,292,-2,-21,-50,1,1
-7,83,27,-55,-20,420,-2,-19,9,383,1
-9,143,19,-48,-174,252,-3,6,-467,650,0
-10,143,19,-78,-169,240,-4,5,-158,666,0
-11,98,13,-67,-194,41,-4,11,20,731,0
-13,88,8,-82,-131,354,-5,3,-7,1125,0
-16,73,12,-112,-121,-111,4,2,-542,1231,0
-19,37,62,-163,-305,-380,-6,0,-2,1306,0
-20,49,74,-140,-117,-138,1,5,273,1381,0
-25,41,57,-132,-217,-911,1,-1,-140,1289,0
-23,23,21,-153,-272,-780,1,-34,-53,1417,0
-22,43,30,-211,-246,-402,1,-30,-286,1529,0
-26,35,30,-196,-45,-315,17,-22,80,1444,0
-25,40,115,-187,-135,100,1,-10,-135,1627,0
-27,40,110,-190,-187,-8,1,-11,15,1592,0
0,0,9,0,0,58,0,5,10,305,1
0,-60,34,45,30,33,0,-1,7,280,1
0,-60,21,44,31,48,0,-11,67,272,1
2,-58,32,62,36,313,0,-7,44,197,1
2,-65,27,46,32,13,0,-11,-45,31,1
-2,-109,12,46,39,8,0,-14,-97,-299,1
-3,-171,14,55,41,106,-6,-12,-90,-564,1
-3,-181,17,81,57,201,-5,-10,-79,-905,1
-3,-191,14,67,56,61,-5,-12,-353,-959,1
-5,-254,25,106,75,345,-4,13,156,-1016,1
-2,-280,23,126,86,300,-3,16,-9,-1005,1
-2,-259,15,133,93,146,-1,14,-4,-1155,1
1,-277,24,128,100,333,-1,16,-75,-1130,1
-1,-283,43,151,107,846,-8,30,-80,-1335,1
1,-325,87,199,119,977,1,100,-269,-1423,2
2,-330,84,206,122,984,2,73,-127,-1471,2
5,-328,103,177,151,1212,3,77,242,-1456,2
6,-247,207,192,165,1419,3,124,-73,-1463,2
6,-254,180,218,169,1607,4,141,-5,-1449,2
7,-254,166,231,169,1648,4,144,41,-1795,2
5,-222,98,187,164,1533,12,96,-7,-1867,2
3,-223,127,268,162,1316,12,97,-137,-1946,2
5,-354,125,248,167,1227,12,99,-4,-1919,2
5,-421,111,263,160,967,12,97,-64,-2261,2
6,-441,214,261,162,1124,12,184,-59,-2264,2
5,-441,210,308,255,1018,12,184,-100,-2227,2
9,-423,58,270,177,1054,12,127,-191,-2152,2
10,-287,256,419,283,1484,12,200,-99,-2242,2
13,-377,160,388,221,1140,12,141,-221,-2253,2
15,-303,248,377,222,1476,12,201,-72,-2249,2
16,-431,296,437,214,2156,12,287,-531,-2177,2
19,-439,231,433,213,1840,12,285,48,-2224,2
0,0,3,0,0,-202,0,-5,5,314,1
0,-16,-16,2,-13,-330,0,11,5,554,1
